location,country,circuitId,year,name,lat,lng,alt,TOT
Midrand,South Africa,30,1974,Kyalami,-25.9894,28.0767,1460,1.0
Midrand,South Africa,30,1973,Kyalami,-25.9894,28.0767,1460,1.0
Midrand,South Africa,30,1972,Kyalami,-25.9894,28.0767,1460,1.0
Midrand,South Africa,30,1971,Kyalami,-25.9894,28.0767,1460,1.0
Midrand,South Africa,30,1970,Kyalami,-25.9894,28.0767,1460,1.0
Midrand,South Africa,30,1969,Kyalami,-25.9894,28.0767,1460,1.0
Midrand,South Africa,30,1968,Kyalami,-25.9894,28.0767,1460,1.0
Midrand,South Africa,30,1967,Kyalami,-25.9894,28.0767,1460,1.0
Castle Donington,UK,31,1993,Donington Park,52.8306,-1.37528,88,1.0
Mexico City,Mexico,32,1992,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1991,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1990,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1989,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1988,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1987,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1986,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1970,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1969,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1968,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1967,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1966,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1965,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1964,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,1963,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,2015,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,2016,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,2017,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,2018,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Mexico City,Mexico,32,2019,Autódromo Hermanos Rodríguez,19.4042,-99.0907,2227,1.0
Phoenix,USA,33,1991,Phoenix street circuit,33.4479,-112.075,345,1.0
Phoenix,USA,33,1990,Phoenix street circuit,33.4479,-112.075,345,1.0
Phoenix,USA,33,1989,Phoenix street circuit,33.4479,-112.075,345,1.0
Le Castellet,France,34,1990,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1989,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1988,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1987,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1986,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1985,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1983,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1982,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1980,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1978,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1976,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1975,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1973,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,1971,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,2018,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Le Castellet,France,34,2019,Circuit Paul Ricard,43.2506,5.79167,432,1.0
Yeongam County,Korea,35,2010,Korean International Circuit,34.7333,126.417,0,1.0
Yeongam County,Korea,35,2011,Korean International Circuit,34.7333,126.417,0,1.0
Yeongam County,Korea,35,2012,Korean International Circuit,34.7333,126.417,0,1.0
Yeongam County,Korea,35,2013,Korean International Circuit,34.7333,126.417,0,1.0
Rio de Janeiro,Brazil,36,1989,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Rio de Janeiro,Brazil,36,1988,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Rio de Janeiro,Brazil,36,1987,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Rio de Janeiro,Brazil,36,1986,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Rio de Janeiro,Brazil,36,1985,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Rio de Janeiro,Brazil,36,1984,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Rio de Janeiro,Brazil,36,1983,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Rio de Janeiro,Brazil,36,1982,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Rio de Janeiro,Brazil,36,1981,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Rio de Janeiro,Brazil,36,1978,Autódromo Internacional Nelson Piquet,-22.9756,-43.395,1126,1.0
Detroit,USA,37,1988,Detroit Street Circuit,42.3298,-83.0401,177,1.0
Detroit,USA,37,1987,Detroit Street Circuit,42.3298,-83.0401,177,1.0
Detroit,USA,37,1986,Detroit Street Circuit,42.3298,-83.0401,177,1.0
Detroit,USA,37,1985,Detroit Street Circuit,42.3298,-83.0401,177,1.0
Detroit,USA,37,1984,Detroit Street Circuit,42.3298,-83.0401,177,1.0
Detroit,USA,37,1983,Detroit Street Circuit,42.3298,-83.0401,177,1.0
Detroit,USA,37,1982,Detroit Street Circuit,42.3298,-83.0401,177,1.0
Kent,UK,38,1986,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1985,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1984,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1983,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1982,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1980,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1978,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1976,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1974,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1972,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1970,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1968,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1966,Brands Hatch,51.3569,0.263056,145,1.0
Kent,UK,38,1964,Brands Hatch,51.3569,0.263056,145,1.0
Zandvoort,Netherlands,39,1985,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1984,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1983,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1982,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1981,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1980,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1979,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1978,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1977,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1976,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1975,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1974,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1973,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1971,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1970,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1969,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1968,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1967,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1966,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1965,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1964,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1963,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1962,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1961,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1960,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1959,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1958,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1955,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1953,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Zandvoort,Netherlands,39,1952,Circuit Park Zandvoort,52.3888,4.54092,6,1.0
Heusden-Zolder,Belgium,40,1984,Zolder,50.9894,5.25694,36,1.0
Heusden-Zolder,Belgium,40,1982,Zolder,50.9894,5.25694,36,1.0
Heusden-Zolder,Belgium,40,1981,Zolder,50.9894,5.25694,36,1.0
Heusden-Zolder,Belgium,40,1980,Zolder,50.9894,5.25694,36,1.0
Heusden-Zolder,Belgium,40,1979,Zolder,50.9894,5.25694,36,1.0
Heusden-Zolder,Belgium,40,1978,Zolder,50.9894,5.25694,36,1.0
Heusden-Zolder,Belgium,40,1977,Zolder,50.9894,5.25694,36,1.0
Heusden-Zolder,Belgium,40,1976,Zolder,50.9894,5.25694,36,1.0
Heusden-Zolder,Belgium,40,1975,Zolder,50.9894,5.25694,36,1.0
Heusden-Zolder,Belgium,40,1973,Zolder,50.9894,5.25694,36,1.0
Dijon,France,41,1984,Dijon-Prenois,47.3625,4.89913,484,1.0
Dijon,France,41,1982,Dijon-Prenois,47.3625,4.89913,484,1.0
Dijon,France,41,1981,Dijon-Prenois,47.3625,4.89913,484,1.0
Dijon,France,41,1979,Dijon-Prenois,47.3625,4.89913,484,1.0
Dijon,France,41,1977,Dijon-Prenois,47.3625,4.89913,484,1.0
Dijon,France,41,1974,Dijon-Prenois,47.3625,4.89913,484,1.0
Dallas,USA,42,1984,Fair Park,32.7774,-96.7587,139,1.0
California,USA,43,1983,Long Beach,33.7651,-118.189,12,1.0
California,USA,43,1982,Long Beach,33.7651,-118.189,12,1.0
California,USA,43,1981,Long Beach,33.7651,-118.189,12,1.0
California,USA,43,1980,Long Beach,33.7651,-118.189,12,1.0
California,USA,43,1979,Long Beach,33.7651,-118.189,12,1.0
California,USA,43,1978,Long Beach,33.7651,-118.189,12,1.0
California,USA,43,1977,Long Beach,33.7651,-118.189,12,1.0
California,USA,43,1976,Long Beach,33.7651,-118.189,12,1.0
Nevada,USA,44,1982,Las Vegas Street Circuit,36.1162,-115.174,639,1.0
Nevada,USA,44,1981,Las Vegas Street Circuit,36.1162,-115.174,639,1.0
Madrid,Spain,45,1981,Jarama,40.6171,-3.58558,609,1.0
Madrid,Spain,45,1979,Jarama,40.6171,-3.58558,609,1.0
Madrid,Spain,45,1978,Jarama,40.6171,-3.58558,609,1.0
Madrid,Spain,45,1977,Jarama,40.6171,-3.58558,609,1.0
Madrid,Spain,45,1976,Jarama,40.6171,-3.58558,609,1.0
Madrid,Spain,45,1974,Jarama,40.6171,-3.58558,609,1.0
Madrid,Spain,45,1972,Jarama,40.6171,-3.58558,609,1.0
Madrid,Spain,45,1970,Jarama,40.6171,-3.58558,609,1.0
Madrid,Spain,45,1968,Jarama,40.6171,-3.58558,609,1.0
New York State,USA,46,1980,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1979,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1978,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1977,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1976,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1975,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1974,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1973,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1972,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1971,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1970,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1969,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1968,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1967,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1966,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1965,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1964,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1963,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1962,Watkins Glen,42.3369,-76.9272,485,1.0
New York State,USA,46,1961,Watkins Glen,42.3369,-76.9272,485,1.0
Anderstorp,Sweden,47,1978,Scandinavian Raceway,57.2653,13.6042,153,1.0
Anderstorp,Sweden,47,1977,Scandinavian Raceway,57.2653,13.6042,153,1.0
Anderstorp,Sweden,47,1976,Scandinavian Raceway,57.2653,13.6042,153,1.0
Anderstorp,Sweden,47,1975,Scandinavian Raceway,57.2653,13.6042,153,1.0
Anderstorp,Sweden,47,1974,Scandinavian Raceway,57.2653,13.6042,153,1.0
Anderstorp,Sweden,47,1973,Scandinavian Raceway,57.2653,13.6042,153,1.0
Ontario,Canada,48,1977,Mosport International Raceway,44.0481,-78.6756,332,1.0
Ontario,Canada,48,1976,Mosport International Raceway,44.0481,-78.6756,332,1.0
Ontario,Canada,48,1974,Mosport International Raceway,44.0481,-78.6756,332,1.0
Ontario,Canada,48,1973,Mosport International Raceway,44.0481,-78.6756,332,1.0
Ontario,Canada,48,1972,Mosport International Raceway,44.0481,-78.6756,332,1.0
Ontario,Canada,48,1971,Mosport International Raceway,44.0481,-78.6756,332,1.0
Ontario,Canada,48,1969,Mosport International Raceway,44.0481,-78.6756,332,1.0
Ontario,Canada,48,1967,Mosport International Raceway,44.0481,-78.6756,332,1.0
Barcelona,Spain,49,1975,Montjuïc,41.3664,2.15167,79,1.0
Barcelona,Spain,49,1973,Montjuïc,41.3664,2.15167,79,1.0
Barcelona,Spain,49,1971,Montjuïc,41.3664,2.15167,79,1.0
Barcelona,Spain,49,1969,Montjuïc,41.3664,2.15167,79,1.0
Brussels,Belgium,50,1974,Nivelles-Baulers,50.6211,4.32694,139,1.0
Brussels,Belgium,50,1972,Nivelles-Baulers,50.6211,4.32694,139,1.0
Clermont-Ferrand,France,51,1972,Charade Circuit,45.7472,3.03889,790,1.0
Clermont-Ferrand,France,51,1970,Charade Circuit,45.7472,3.03889,790,1.0
Clermont-Ferrand,France,51,1969,Charade Circuit,45.7472,3.03889,790,1.0
Clermont-Ferrand,France,51,1965,Charade Circuit,45.7472,3.03889,790,1.0
Quebec,Canada,52,1970,Circuit Mont-Tremblant,46.1877,-74.6099,214,1.0
Quebec,Canada,52,1968,Circuit Mont-Tremblant,46.1877,-74.6099,214,1.0
Rouen,France,53,1968,Rouen-Les-Essarts,49.3306,1.00458,81,1.0
Rouen,France,53,1964,Rouen-Les-Essarts,49.3306,1.00458,81,1.0
Rouen,France,53,1962,Rouen-Les-Essarts,49.3306,1.00458,81,1.0
Rouen,France,53,1957,Rouen-Les-Essarts,49.3306,1.00458,81,1.0
Rouen,France,53,1952,Rouen-Les-Essarts,49.3306,1.00458,81,1.0
Le Mans,France,54,1967,Le Mans,47.95,0.224231,67,1.0
Reims,France,55,1966,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1963,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1961,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1960,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1959,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1958,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1956,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1954,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1953,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1951,Reims-Gueux,49.2542,3.93083,88,1.0
Reims,France,55,1950,Reims-Gueux,49.2542,3.93083,88,1.0
Eastern Cape Province,South Africa,56,1965,Prince George Circuit,-33.0486,27.8736,15,1.0
Eastern Cape Province,South Africa,56,1963,Prince George Circuit,-33.0486,27.8736,15,1.0
Eastern Cape Province,South Africa,56,1962,Prince George Circuit,-33.0486,27.8736,15,1.0
Styria,Austria,57,1964,Zeltweg,47.2039,14.7478,676,1.0
Liverpool,UK,58,1962,Aintree,53.4769,-2.94056,20,1.0
Liverpool,UK,58,1961,Aintree,53.4769,-2.94056,20,1.0
Liverpool,UK,58,1959,Aintree,53.4769,-2.94056,20,1.0
Liverpool,UK,58,1957,Aintree,53.4769,-2.94056,20,1.0
Liverpool,UK,58,1955,Aintree,53.4769,-2.94056,20,1.0
Oporto,Portugal,59,1960,Circuito da Boavista,41.1705,-8.67325,28,1.0
Oporto,Portugal,59,1958,Circuito da Boavista,41.1705,-8.67325,28,1.0
California,USA,60,1960,Riverside International Raceway,33.937,-117.273,470,1.0
Berlin,Germany,61,1959,AVUS,52.4806,13.2514,53,1.0
Lisbon,Portugal,62,1959,Monsanto Park Circuit,38.7197,-9.20306,158,1.0
Florida,USA,63,1959,Sebring International Raceway,27.4547,-81.3483,18,1.0
Casablanca,Morocco,64,1958,Ain Diab,33.5786,-7.6875,19,1.0
Pescara,Italy,65,1957,Pescara Circuit,42.475,14.1508,129,1.0
Bern,Switzerland,66,1954,Circuit Bremgarten,46.9589,7.40194,551,1.0
Bern,Switzerland,66,1953,Circuit Bremgarten,46.9589,7.40194,551,1.0
Bern,Switzerland,66,1952,Circuit Bremgarten,46.9589,7.40194,551,1.0
Bern,Switzerland,66,1951,Circuit Bremgarten,46.9589,7.40194,551,1.0
Bern,Switzerland,66,1950,Circuit Bremgarten,46.9589,7.40194,551,1.0
Barcelona,Spain,67,1954,Circuit de Pedralbes,41.3903,2.11667,85,1.0
Barcelona,Spain,67,1951,Circuit de Pedralbes,41.3903,2.11667,85,1.0
Uttar Pradesh,India,68,2011,Buddh International Circuit,28.3487,77.5331,194,1.0
Uttar Pradesh,India,68,2012,Buddh International Circuit,28.3487,77.5331,194,1.0
Uttar Pradesh,India,68,2013,Buddh International Circuit,28.3487,77.5331,194,1.0
Austin,USA,69,2012,Circuit of the Americas,30.1328,-97.6411,161,1.0
Austin,USA,69,2013,Circuit of the Americas,30.1328,-97.6411,161,1.0
Austin,USA,69,2014,Circuit of the Americas,30.1328,-97.6411,161,1.0
Austin,USA,69,2015,Circuit of the Americas,30.1328,-97.6411,161,1.0
Austin,USA,69,2016,Circuit of the Americas,30.1328,-97.6411,161,1.0
Austin,USA,69,2017,Circuit of the Americas,30.1328,-97.6411,161,1.0
Austin,USA,69,2018,Circuit of the Americas,30.1328,-97.6411,161,1.0
Austin,USA,69,2019,Circuit of the Americas,30.1328,-97.6411,161,1.0
Spielburg,Austria,70,2014,Red Bull Ring,47.2197,14.7647,678,1.0
Spielburg,Austria,70,2015,Red Bull Ring,47.2197,14.7647,678,1.0
Spielburg,Austria,70,2016,Red Bull Ring,47.2197,14.7647,678,1.0
Spielburg,Austria,70,2017,Red Bull Ring,47.2197,14.7647,678,1.0
Spielburg,Austria,70,2018,Red Bull Ring,47.2197,14.7647,678,1.0
Spielburg,Austria,70,2019,Red Bull Ring,47.2197,14.7647,678,1.0
Spielburg,Austria,70,2020,Red Bull Ring,47.2197,14.7647,678,1.0
Spielburg,Austria,70,2020,Red Bull Ring,47.2197,14.7647,678,1.0
Sochi,Russia,71,2014,Sochi Autodrom,43.4057,39.9578,2,1.0
Sochi,Russia,71,2015,Sochi Autodrom,43.4057,39.9578,2,1.0
Sochi,Russia,71,2016,Sochi Autodrom,43.4057,39.9578,2,1.0
Sochi,Russia,71,2017,Sochi Autodrom,43.4057,39.9578,2,1.0
Sochi,Russia,71,2018,Sochi Autodrom,43.4057,39.9578,2,1.0
Sochi,Russia,71,2019,Sochi Autodrom,43.4057,39.9578,2,1.0
Sochi,Russia,71,2020,Sochi Autodrom,43.4057,39.9578,2,1.0
Baku,Azerbaijan,73,2016,Baku City Circuit,40.3725,49.8533,-7,1.0
Baku,Azerbaijan,73,2017,Baku City Circuit,40.3725,49.8533,-7,1.0
Baku,Azerbaijan,73,2018,Baku City Circuit,40.3725,49.8533,-7,1.0
Baku,Azerbaijan,73,2019,Baku City Circuit,40.3725,49.8533,-7,1.0
Mugello,Italy,76,2020,Autodromo Internazionale del Mugello,43.9975,11.3719,255,1.0
Portimão,Portugal,75,2020,Autódromo Internacional do Algarve,37.227,-8.6267,108,1.0
